latent_dim,threshold_pct,thr_value,VAL_ROC,VAL_PR,TEST_ROC,TEST_PR,TEST_F1,TEST_TN,TEST_FP,TEST_FN,TEST_TP
64,95.0,0.013235961645841596,0.9612403100775194,0.9861219610295826,0.9805825242718447,0.9972947866605809,0.3387096774193548,14,0,82,21
64,97.5,0.014001802052371191,0.9612403100775194,0.9861219610295826,0.9805825242718447,0.9972947866605809,0.2542372881355932,14,0,88,15
128,95.0,0.012357729766517877,0.9829457364341085,0.9938870803113351,0.964632454923717,0.9946622279730232,0.22413793103448276,14,0,90,13
32,95.0,0.016585958190262318,0.8697674418604652,0.9489122545990094,0.9042995839112344,0.9829018096242181,0.17699115044247787,14,0,93,10
128,97.5,0.013704426423646502,0.9829457364341085,0.9938870803113351,0.964632454923717,0.9946622279730232,0.14414414414414414,14,0,95,8
32,97.5,0.017732284776866426,0.8697674418604652,0.9489122545990094,0.9042995839112344,0.9829018096242181,0.12727272727272726,14,0,96,7
